"","commodity_variety_id","maincomm_code","maincomm_name","comm_code","comm_name","variety_code","variety_name"
"591",351,4,"Fibre Crops",15,"Cotton",66,"Jarilla  (Ginned)"
"592",356,4,"Fibre Crops",15,"Cotton",71,"Farm  (Ginned)"
"593",361,4,"Fibre Crops",15,"Cotton",76,"Cotton-64"
"594",365,4,"Fibre Crops",15,"Cotton",80,"N.H.H.44"
"595",369,4,"Fibre Crops",15,"Cotton",84,"PC-02"
"596",372,4,"Fibre Crops",15,"Cotton",87,"Sankar-6"
"597",377,4,"Fibre Crops",15,"Cotton",92,"Special Length 24.5-25.5mm and Micronare Value 4.3-5.1"
"598",724,14,"Flowers",231,"Crysanthamum",999,"Other"
"599",544,7,"Spices",42,"Cumminseed",999,"Other"
"600",512,6,"Vegetables",168,"Drum Stick",1,"Drumstick"
"601",548,7,"Spices",132,"Dry Chillies",2,"Sankeswara"
"602",552,7,"Spices",132,"Dry Chillies",6,"Pushajwala"
"603",557,7,"Spices",132,"Dry Chillies",11,"Hybrid"
"604",563,8,"Dry Fruits",278,"Dry Grapes",1,"Dry Grapes"
"605",319,3,"Oil Seeds",118,"Gingelly",999,"Other"
"606",529,7,"Spices",27,"Ginger",1,"Dry"
"607",532,7,"Spices",27,"Ginger",999,"Other"
"608",422,5,"Fruits",22,"Grapes",999,"Other"
"609",257,2,"Pulses",9,"Greengram",1,"Green Gram (Whole)"
"610",262,2,"Pulses",9,"Greengram",999,"Other"
"611",291,3,"Oil Seeds",10,"Groundnut",15,"Balli/Habbu"
"612",295,3,"Oil Seeds",10,"Groundnut",19,"Natte"
"613",333,3,"Oil Seeds",279,"Gurellu",1,"Gurellu"
"614",322,3,"Oil Seeds",125,"Hippe Seed",1,"Hippe Seed"
"615",597,10,"Other",151,"Jaggery",3,"Unde"
"616",600,10,"Other",151,"Jaggery",6,"Red"
"617",604,10,"Other",151,"Jaggery",10,"Disara"
"618",608,10,"Other",151,"Jaggery",15,"Grade-III"
"619",204,1,"Cereals",5,"Jowar",2,"Jowar ( White)"
"620",205,1,"Cereals",5,"Jowar",3,"Jowar (Yellow)"
"621",208,1,"Cereals",5,"Jowar",7,"Jowar Hybrid"
"622",213,1,"Cereals",5,"Jowar",12,"Mungari"
"623",216,1,"Cereals",5,"Jowar",15,"Renuka"
"624",219,1,"Cereals",5,"Jowar",18,"Bijapur Medium"
"625",220,1,"Cereals",5,"Jowar",19,"Hybrid"
"626",723,14,"Flowers",230,"Kakada",999,"Other"
"627",432,5,"Fruits",187,"Karbuja",1,"Karbhuja"
"628",590,10,"Other",61,"Kharif Mash",999,"Other"
"629",520,6,"Vegetables",177,"Knool Khol",1,"Knool Khol"
"630",316,3,"Oil Seeds",67,"Linseed",999,"Other"
"631",386,4,"Fibre Crops",280,"Lint ",5,"Suyodhar"
"632",198,1,"Cereals",4,"Maize",30,"Renuka"
"633",202,1,"Cereals",4,"Maize",36,"Sweet Corn (For Biscuits)"
"634",406,5,"Fruits",20,"Mango",11,"Mango"
"635",409,5,"Fruits",20,"Mango",14,"Neelam"
"636",412,5,"Fruits",20,"Mango",17,"Rajgiri"
"637",416,5,"Fruits",20,"Mango",999,"Other"
"638",516,6,"Vegetables",172,"Mango (Raw-Ripe)",1,"Mango - Raw-Ripe"
"639",239,1,"Cereals",121,"Navane",1,"Navane Hybrid"
"640",612,10,"Other",223,"Nellikai",1,"Nellikai"
"641",442,6,"Vegetables",23,"Onion",11,"Bangalore Small"
"642",446,6,"Vegetables",23,"Onion",15,"Onion"
"643",393,5,"Fruits",18,"Orange",6,"Orange"
"644",437,5,"Fruits",202,"Other Fruits",999,"Other"
"645",19,1,"Cereals",2,"Paddy",1,"Paddy"
"646",21,1,"Cereals",2,"Paddy",11,"I.R. 50"
"647",25,1,"Cereals",2,"Paddy",53,"Bangarakovi"
"648",29,1,"Cereals",2,"Paddy",57,"Gowri Sanna"
"649",33,1,"Cereals",2,"Paddy",62,"Paddy Sona"
"650",37,1,"Cereals",2,"Paddy",66,"Champakali"
"651",41,1,"Cereals",2,"Paddy",71,"Jenugudu"
"652",44,1,"Cereals",2,"Paddy",74,"Sona Mahsuri"
"653",48,1,"Cereals",2,"Paddy",78,"Rajahamsa"
"654",52,1,"Cereals",2,"Paddy",82,"Tallahamsa (Bilihamsa)"
"655",56,1,"Cereals",2,"Paddy",86,"Balesuli"
"656",60,1,"Cereals",2,"Paddy",90,"Chikkahhalga"
"657",64,1,"Cereals",2,"Paddy",94,"IR-8"
"658",68,1,"Cereals",2,"Paddy",98,"Kopila Sanna"
"659",72,1,"Cereals",2,"Paddy",103,"Phalguna"
"660",75,1,"Cereals",2,"Paddy",106,"Andhrasanna"
"661",79,1,"Cereals",2,"Paddy",110,"Paddy Emergency"
"662",83,1,"Cereals",2,"Paddy",114,"Paddy Vijaya"
"663",87,1,"Cereals",2,"Paddy",118,"Paddy Coarse Variety"
"664",91,1,"Cereals",2,"Paddy",201,"YERRAMALLIGE"
"665",96,1,"Cereals",2,"Paddy",300,"Devamallige"
"666",535,7,"Spices",38,"Pepper",999,"Other"
"667",417,5,"Fruits",21,"Pine Apple",1,"Pine Apple"
"668",451,6,"Vegetables",24,"Potato",2,"Chandramukhi"
"669",456,6,"Vegetables",24,"Potato",12,"Kuber"
"670",461,6,"Vegetables",24,"Potato",999,"Other"
"671",229,1,"Cereals",30,"Ragi",2,"Local"
"672",232,1,"Cereals",30,"Ragi",5,"Kusume"
"673",236,1,"Cereals",30,"Ragi",999,"Other"
"674",718,13,"Live Stock/Poultry",282,"Ram (For Each)",1,"Ram"
"675",99,1,"Cereals",3,"Rice",44,"Coarse (I.R.20)"
"676",103,1,"Cereals",3,"Rice",74,"Govt. Quality"
"677",107,1,"Cereals",3,"Rice",89,"IR 50"
"678",112,1,"Cereals",3,"Rice",120,"Masuri"
"679",116,1,"Cereals",3,"Rice",153,"Sujatha"
"680",120,1,"Cereals",3,"Rice",159,"Sarbati Sela"
"681",124,1,"Cereals",3,"Rice",169,"Sona Medium"
"682",128,1,"Cereals",3,"Rice",177,"Zeeraga Samba Rawrice"
"683",132,1,"Cereals",3,"Rice",189,"Bangarsanna"
"684",137,1,"Cereals",3,"Rice",196,"Sanna Bhatta"
"685",141,1,"Cereals",3,"Rice",200,"Bellary Sanna"
"686",145,1,"Cereals",3,"Rice",205,"Intan"
"687",149,1,"Cereals",3,"Rice",209,"Manila"
"688",153,1,"Cereals",3,"Rice",213,"Sambar"
"689",156,1,"Cereals",3,"Rice",216,"Tallahamsa (Bilihamsa)"
"690",161,1,"Cereals",3,"Rice",221,"Bantwal"
"691",165,1,"Cereals",3,"Rice",225,"Farm Kaddi"
"692",169,1,"Cereals",3,"Rice",231,"Kesari (Coorg)"
"693",173,1,"Cereals",3,"Rice",236,"Phalguna"
"694",176,1,"Cereals",3,"Rice",239,"Andhra Sanna"
"695",180,1,"Cereals",3,"Rice",244,"Arti Mashuri"
"696",185,1,"Cereals",3,"Rice",249,"Dappa"
"697",188,1,"Cereals",3,"Rice",253,"EMR Boiled"
"698",192,1,"Cereals",3,"Rice",257,"Jeera Samba"
"699",314,3,"Oil Seeds",59,"Safflower",4,"Safflower"
"700",519,6,"Vegetables",176,"Seemebadanekai",1,"Seemebadanekai"
"701",301,3,"Oil Seeds",11,"Sesamum",9,"Black"
"702",713,13,"Live Stock/Poultry",218,"Sheep (For Each)",1,"Sheep Small"
"703",244,1,"Cereals",286,"Soji",1,"Soji"
"704",248,1,"Cereals",286,"Soji",999,"Other"
"705",308,3,"Oil Seeds",13,"Soyabeen",5,"Soyabeen"
"706",587,10,"Other",48,"Sugar",2,"Sugar"
"707",312,3,"Oil Seeds",14,"Sunflower",12,"Hybrid"
"708",492,6,"Vegetables",152,"Sweet Potato",2,"Hosur Green"
"709",517,6,"Vegetables",173,"Sweet Pumpkin",1,"Sweet Pumpkin"
"710",706,12,"Forest Products",261,"Tamarind Fruit",1,"Tamarind Fruit"
"711",565,9,"Beverages",44,"Tea",2,"Assam C.T.C. Dust"
"712",611,10,"Other",200,"Tender Coconut",1,"Tender Coconut"
"713",666,11,"Drugs & Narcotics",141,"Tobacco",3,"Chewing"
"714",282,2,"Pulses",275,"Tur",3,"Black"
"715",539,7,"Spices",39,"Turmeric",9,"Turmeric Round"
"716",426,5,"Fruits",73,"Water Melon",1,"Water Melon"
"717",1,1,"Cereals",1,"Wheat",7,"Bansi"
"718",5,1,"Cereals",1,"Wheat",70,"Sona"
"719",9,1,"Cereals",1,"Wheat",74,"Kirthi"
"720",12,1,"Cereals",1,"Wheat",77,"U.P. 301"
"721",16,1,"Cereals",1,"Wheat",84,"Sharabathi"
"722",503,6,"Vegetables",158,"White Pumpkin",1,"White Pumpkin"
"723",675,12,"Forest Products",203,"Wood",3,"Hanimatta"
"724",679,12,"Forest Products",203,"Wood",7,"Matthi"
"725",683,12,"Forest Products",203,"Wood",11,"Bilwala"
"726",687,12,"Forest Products",203,"Wood",15,"Jack Tree"
"727",691,12,"Forest Products",203,"Wood",19,"Teak"
"728",695,12,"Forest Products",203,"Wood",23,"Salangabetu (Hard Wood)"
